Titulo;Empresa;Formato;Link;Nivel
Líder de Dados - IA Generativa| Maxpar;Grupo Autoglass Administrativo;Presencial;https://autoglassadministrativo.gupy.io/job/eyJqb2JJZCI6MTA3MTMwOTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Pleno – Gestão de Carteira de Clientes ;Fortbras;Presencial;https://fortbras.gupy.io/job/eyJqb2JJZCI6MTA3MTAxNzUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ESTAGIÁRIO DE DADOS MACEIÓ - AL;TERRA TECNOLOGIA AGRÍCOLA;Presencial;https://terratecnologia.gupy.io/job/eyJqb2JJZCI6MTA3MDk2NDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Sr – Gestão de Carteira de Clientes e Performance Comercial ;Fortbras;Presencial;https://fortbras.gupy.io/job/eyJqb2JJZCI6MTA3MDgwOTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Administrador de banco de dados Jr;Sabium Sistemas;Presencial;https://sabiumcarreiras.gupy.io/job/eyJqb2JJZCI6MTA3MDg5MzQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Analista de Dados Sênior | People Analytics;Dasa;Presencial;https://dasacorp.gupy.io/job/eyJqb2JJZCI6MTA1MzM1NDQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Administrador de Dados;CAPEMISA Seguradora e CAPEMISA Capitalização ;Remoto;https://capemisa.gupy.io/job/eyJqb2JJZCI6MTA3MDc2ODIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Privacidade e Proteção de Dados Pleno;Unifique Telecomunicações;Remoto;https://vemserunifique.gupy.io/job/eyJqb2JJZCI6MTA2MTg0MTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
GERENTE DE PLATAFORMA DE DADOS - HÍBRIDA, SÃO PAULO;Recruta;Híbrido;https://recruta.gupy.io/job/eyJqb2JJZCI6MTA2NzkzMDYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Especialista em Inteligência de Dados-APP;Porto;Presencial;https://porto.gupy.io/job/eyJqb2JJZCI6MTA2NjMzODAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
 Analista de Engenharia de Dados Pleno - Comunidade Operações Finanças (Vaga Afirmativa para Mulheres);Itaú Unibanco;Híbrido;https://vemproitau.gupy.io/job/eyJqb2JJZCI6MTA2NDkzMDcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados Sênior;V.tal | o futuro passa por aqui;Híbrido;https://vtal.gupy.io/job/eyJqb2JJZCI6MTA3MDMwODQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Engenheiro de Dados - Pleno ;Franq;Presencial;https://franq.gupy.io/job/eyJqb2JJZCI6MTA3MDQ0OTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados I - Governança de Dados - Vila Velha/ES | Maxpar;Grupo Autoglass Administrativo;Presencial;https://autoglassadministrativo.gupy.io/job/eyJqb2JJZCI6MTA2NTk1MzAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados - Marketing  / Vila Velha, E.S;CPAPS;Presencial;https://cpaps.gupy.io/job/eyJqb2JJZCI6MTA3MDM4ODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ENGENHEIRO DE DADOS SR;Grupo Direcional Engenharia;Híbrido;https://direcionalengenharia.gupy.io/job/eyJqb2JJZCI6MTA3MDMzNTUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DE DADOS SÊNIOR - PIT STOP | BELO HORIZONTE/MG;Localiza&Co;Híbrido;https://localiza.gupy.io/job/eyJqb2JJZCI6MTA1NzYzOTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Scrum Master – Projetos de Dados e Analytics;Stefanini Group;Remoto;https://stefanini.gupy.io/job/eyJqb2JJZCI6MTA3MDExODksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Engenheira de Dados Freelancer;AlmapBBDO;Híbrido;https://almapbbdo.gupy.io/job/eyJqb2JJZCI6MTA2NTQ5MzksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Sênior;Join | Creative Tech;Híbrido;https://jointecnologia.gupy.io/job/eyJqb2JJZCI6MTA2OTg1NDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Arquiteto de Dados Sênior;Join | Creative Tech;Híbrido;https://jointecnologia.gupy.io/job/eyJqb2JJZCI6MTA2OTgyMDUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
 Analista de Governança de Dados Sênior;Join | Creative Tech;Híbrido;https://jointecnologia.gupy.io/job/eyJqb2JJZCI6MTA2OTc5MTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DE DADOS E AUTOMAÇÃO JR | BELO HORIZONTE/MG;Localiza&Co;Híbrido;https://localiza.gupy.io/job/eyJqb2JJZCI6MTA0Njc5NzEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
ANALISTA DE BANCO DE DADOS ORACLE;Globalweb;Presencial;https://sejaglobalweb.gupy.io/job/eyJqb2JJZCI6MTA2MjEzODMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
CAS | Especialista de Engenharia de Dados;Sicredi;Remoto;https://sicredi.gupy.io/job/eyJqb2JJZCI6MTA2ODQzMzQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
CAS | Engenharia de Dados SR;Sicredi;Remoto;https://sicredi.gupy.io/job/eyJqb2JJZCI6MTA2ODY0MDksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
 10675064 - Analista de Dados Pl;MTP Métodos e Tecnologia – Brasil;Híbrido;https://mtpbrasil.gupy.io/job/eyJqb2JJZCI6MTA2NzUwNjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Marketing Jr. - Foco em Dados e Performance;Confidencial;Presencial;https://sigilosa.gupy.io/job/eyJqb2JJZCI6MTA2OTE3MDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
PESSOA COORDENADORA DE DADOS - HÍBRIDA, SÃO PAULO;Cogna Educação;Híbrido;https://cogna.gupy.io/job/eyJqb2JJZCI6MTA2NDI3NDMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Sênior ;Núclea;Híbrido;https://nuclea.gupy.io/job/eyJqb2JJZCI6MTA2Nzg0MjEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Engenheiro de Dados;+A Educação Tech;Remoto;https://maisaedu-tech.gupy.io/job/eyJqb2JJZCI6MTA2ODQ0MDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados PL - (Chapecó-SC) ;IXC Soft - Sistema de Gerenciamento para Provedores;Presencial;https://vemserixcsoft.gupy.io/job/eyJqb2JJZCI6MTA2NjUwMDQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Cientista de Dados Pleno (Crédito);Conta Simples;Remoto;https://contasimples.gupy.io/job/eyJqb2JJZCI6MTA2MzcyOTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Inteligência Artificial Sênior (Ciência de Dados);Constellation Oil Services;Híbrido;https://theconstellation.gupy.io/job/eyJqb2JJZCI6MTA2ODI2MTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Gestão de Dados ;Alltech do Brasil;Presencial;https://alltechdobrasil.gupy.io/job/eyJqb2JJZCI6MTA2ODIwNDYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ANALISTA DE DADOS E DOCUMENTOS JR (GESTÃO DOCUMENTAL);3corações;Presencial;https://3coracoes.gupy.io/job/eyJqb2JJZCI6MTA2ODAwOTksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Pessoa Engenheira de Dados (Prompt Engineer);Kenlo;Remoto;https://kenlo.gupy.io/job/eyJqb2JJZCI6MTA2NjU4NjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Sênior;Grupo Panvel;Híbrido;https://corporativopanvel.gupy.io/job/eyJqb2JJZCI6MTA2ODAyODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Cientista de Dados Pleno;Grupo Panvel;Híbrido;https://corporativopanvel.gupy.io/job/eyJqb2JJZCI6MTA2ODAxNzgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Cientista de Dados Júnior ;Grupo Panvel;Híbrido;https://corporativopanvel.gupy.io/job/eyJqb2JJZCI6MTA2ODAwODksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Azure/Databricks Pleno ;Leega Consultoria;Remoto;https://leega.gupy.io/job/eyJqb2JJZCI6MTA2NzcxMjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Estágio de Loyalty / Dados (Área de Marketing) ;Cinemark Brasil;Híbrido;https://cinemark.gupy.io/job/eyJqb2JJZCI6MTA2NzY2NjYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Econômicos. ;ANBIMA  ;Híbrido;https://anbima.gupy.io/job/eyJqb2JJZCI6MTA0NDM5MjEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Visagio Talentos - Estágio: Engenheiro(a) de Dados RJ;v(dev);Presencial;https://vdev.gupy.io/job/eyJqb2JJZCI6MTA2NzI0OTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Visagio Talentos - Estágio: Engenheiro(a) de Dados SP;v(dev);Presencial;https://vdev.gupy.io/job/eyJqb2JJZCI6MTA2NzI0MjUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Visagio Talentos - Estágio: Engenheiro(a) de Dados NE;v(dev);Presencial;https://vdev.gupy.io/job/eyJqb2JJZCI6MTA2NzIzMjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
LWSA | Especialista de Dados | Remoto;LWSA;Remoto;https://lwsa.gupy.io/job/eyJqb2JJZCI6MTA2NDY5MjEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Administrador de Banco de Dados (DBA);MedSênior;Híbrido;https://medsenior.gupy.io/job/eyJqb2JJZCI6MTA2NjUwMDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados;Smarthis;Remoto;https://smarthis.gupy.io/job/eyJqb2JJZCI6MTA2NjMyMDYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Estágiário(a) Comercial ( Planejamento, dados estatísticos e econômicos) ;Wilson Sons;Presencial;https://wilsonsons.gupy.io/job/eyJqb2JJZCI6MTA2NjI1NzgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados Pleno | São Paulo - SP;Mantiqueira Brasil;Presencial;https://mantiqueirabrasil.gupy.io/job/eyJqb2JJZCI6MTA2NTk4MjcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Engenheiro de Dados Especialista ;ALLOS;Remoto;https://carreirasallos.gupy.io/job/eyJqb2JJZCI6MTA2NDY5MzAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Sr - Riscos e Controles ;BANCO DAYCOVAL;Híbrido;https://bancodaycoval.gupy.io/job/eyJqb2JJZCI6MTA2NjE2NTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
CAS | Coordenação de Qualidade de Dados e Inteligência Artificial ;Sicredi;Híbrido;https://sicredi.gupy.io/job/eyJqb2JJZCI6MTA2MjUzMjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
CAS | Coordenação de Governança de Dados;Sicredi;Híbrido;https://sicredi.gupy.io/job/eyJqb2JJZCI6MTA2MzQwMDMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Administrador Banco de Dados PL;Telefónica Tech;Presencial;https://ttech.gupy.io/job/eyJqb2JJZCI6MTA2NTMxNzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Administrador Banco de Dados PL;Telefónica Tech;Presencial;https://ttech.gupy.io/job/eyJqb2JJZCI6MTA2NTMxNTUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Especialista em Banco de Dados / DBA Sênior (Oracle);Venha fazer parte do Corporativo da Hospital Care;Híbrido;https://hospitalcare.gupy.io/job/eyJqb2JJZCI6MTA2MzM3MTUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Cientista de Dados;Claro;Presencial;https://vempraclaro.gupy.io/job/eyJqb2JJZCI6MTA2MzYyNzEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Proteção de Dados Sr. (Temporário);CAIXA Vida e Previdência;Híbrido;https://caixavidaeprevidencia.gupy.io/job/eyJqb2JJZCI6MTA1NDU2NjcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista Contábil Sênior | Ênfase em Banco de Dados;C&A Brasil;Híbrido;https://cea.gupy.io/job/eyJqb2JJZCI6MTA2NDgyMTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados Pleno;Vagas Confidenciais;Remoto;https://off-hiring-confidencial.gupy.io/job/eyJqb2JJZCI6MTA2NDg5NjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados;Confidencial;Presencial;https://vagasconfig.gupy.io/job/eyJqb2JJZCI6MTA2NDgwNzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados (Performance Esportiva);LOUD;Remoto;https://loud.gupy.io/job/eyJqb2JJZCI6MTA2NDc3MDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Processos e Requisitos – Governança de Dados;RD Saúde;Híbrido;https://rdsaude-corporativo.gupy.io/job/eyJqb2JJZCI6MTA2NDc0NTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados  ;Beep Saúde ;Remoto;https://beepsaude.gupy.io/job/eyJqb2JJZCI6MTA2NDc1NTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
TECH LEAD DADOS - HOME OFFICE  ;Paschoalotto;Remoto;https://paschoalotto.gupy.io/job/eyJqb2JJZCI6MTA2NDcxMzEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados - Corporativo;Expresso São Miguel;Presencial;https://sejaesm.gupy.io/job/eyJqb2JJZCI6MTA2NDI1MTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados - SOC;Trust Control ;Híbrido;https://vemsertruster.gupy.io/job/eyJqb2JJZCI6MTA1OTk0MzksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados - Migração ;Attus Procuradoria Digital;Remoto;https://attus.gupy.io/job/eyJqb2JJZCI6MTA2NDEyMDksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados (BI e CRM) Sênior;Stine Sementes;Híbrido;https://stinesementes.gupy.io/job/eyJqb2JJZCI6MTA2Mzc4NjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
CAS | Engenharia de Dados PL/SR - Foco em Concessão de Crédito e Garantias;Sicredi;Remoto;https://sicredi.gupy.io/job/eyJqb2JJZCI6MTA2MzYyNTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Especialista em Banco de Dados Oracle;Telefónica Tech;Híbrido;https://ttech.gupy.io/job/eyJqb2JJZCI6MTA2Mjk4MDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados / BI  ;Beep Saúde ;Presencial;https://beepsaude.gupy.io/job/eyJqb2JJZCI6MTA2MzY3NTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Pleno | Convênios;Grupo Panvel;Híbrido;https://corporativopanvel.gupy.io/job/eyJqb2JJZCI6MTA2MzY2ODgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista Júnior de Dados e Gestão da Informação | Urba;Venha construir o futuro com a gente!;Presencial;https://vagas-mrveco.gupy.io/job/eyJqb2JJZCI6MTA2MzM3NzksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ANALISTA DADOS SENIOR;Bernoulli Educação;Remoto;https://bernoullieducacao.gupy.io/job/eyJqb2JJZCI6MTA2MzM5MDAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Assessor(a) de Controles Internos (Análise de Dados) - Central Sicredi Centro Norte;Sicredi;Presencial;https://sicredi.gupy.io/job/eyJqb2JJZCI6MTA2Mjg1NjIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados/DBM Pleno;Vagas Banco Sofisa;Híbrido;https://bancosofisa.gupy.io/job/eyJqb2JJZCI6MTA2MjEwNzksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Administrador de Dados Pl. ;PagBank;Híbrido;https://pagseguro.gupy.io/job/eyJqb2JJZCI6MTA2MDgwNTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Assistente de Dados ;#TimeGO – Vem Fazer Parte!;Presencial;https://goeyewear.gupy.io/job/eyJqb2JJZCI6MTA2MjYyNjUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Sênior;RD Saúde;Remoto;https://rdsaude-corporativo.gupy.io/job/eyJqb2JJZCI6MTA2MjcwMTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Gerente Exec. Arquitetura Dados e Inteligência Artificial;Carreiras Ypê;Híbrido;https://carreirasype.gupy.io/job/eyJqb2JJZCI6MTA2MjM5MTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
FÁCIL ASSIST | CIENTISTA DE DADOS;Fácil Assist;Remoto;https://facilassist.gupy.io/job/eyJqb2JJZCI6MTAzNDkxMjYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Visualização de Dados  (Foco em Crédito e GCP);VENHA SER #SANGUELARANJA 🧡🚀;Híbrido;https://fcamara.gupy.io/job/eyJqb2JJZCI6MTA2MjA5NzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Júnior;Kaizen - A Casa da Autopeça;Presencial;https://kaizen.gupy.io/job/eyJqb2JJZCI6MTA2MTYwMzAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Pleno;Kaizen - A Casa da Autopeça;Presencial;https://kaizen.gupy.io/job/eyJqb2JJZCI6MTA2MTU4NTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Cientista de Dados;Usina Santa Adélia;Presencial;https://usinasantaadelia.gupy.io/job/eyJqb2JJZCI6MTA1OTgwNjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Sênior (Remota);Extractta;Remoto;https://extractta.gupy.io/job/eyJqb2JJZCI6MTA1OTg1NDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
BANCO DE DADOS - MOTORISTA DE CAMINHÃO ;REDE CACIQUE;Presencial;https://redecacique.gupy.io/job/eyJqb2JJZCI6MTA1OTYxODIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Pleno IA e Machine Learning;Agility;Presencial;https://somosagility.gupy.io/job/eyJqb2JJZCI6MTA1OTAwODgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
CAS | Cientista de Dados - Foco em Recuperação de Crédito (Preferencialmente para mulheres e/ou pessoas negras);Sicredi;Híbrido;https://sicredi.gupy.io/job/eyJqb2JJZCI6MTA1NTQwOTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Estágio em Inteligência de Dados e Processos | Segurança do Trabalho;SLC Agrícola;Presencial;https://slcagricola.gupy.io/job/eyJqb2JJZCI6MTA0NzA0OTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Especialista | Empréstimos ;Riachuelo ;Remoto;https://riachuelo.gupy.io/job/eyJqb2JJZCI6MTA1ODYwODYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Banco de Talentos - Coordenador (a) de Inteligência de Negócios/ Dados - SP;Confidencial;Híbrido;https://pagconfid.gupy.io/job/eyJqb2JJZCI6MTA1ODYxMzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Data Scientist Staff | IA & Ciência de Dados;Dasa Tecnologia;Híbrido;https://dasatecnologia.gupy.io/job/eyJqb2JJZCI6MTA0OTI1NjcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Engenharia de Dados Sênior (Cartão);Não listadas (Externa);Híbrido;https://re-naolist-porto.gupy.io/job/eyJqb2JJZCI6MTA1Mjc4NjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Engenheiro de Dados Sr;Grupo JCA;Híbrido;https://embarquejca.gupy.io/job/eyJqb2JJZCI6MTA1NjM1ODEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista Operações Pleno | Analista de Dados;Dasa;Presencial;https://dasacorp.gupy.io/job/eyJqb2JJZCI6MTA1NTY3NTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados ;Espaçolaser;Presencial;https://corporativo-espacolaser.gupy.io/job/eyJqb2JJZCI6MTA1MTQ3MzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Estágio em Análise de Dados | Administração | Contabilidade;Solví - Soluções Para A Vida;Presencial;https://solvi.gupy.io/job/eyJqb2JJZCI6MTA1NTM5MTUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados | Cresol Confederação (Presencial);Cresol Oficial;Presencial;https://cresolcarreiras.gupy.io/job/eyJqb2JJZCI6MTA1NDU5NDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Cadastro - Dados Mestres;Akiyama Group;Presencial;https://akiyama.gupy.io/job/eyJqb2JJZCI6MTA1MDE0NTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Pleno;Stefanini Group;Presencial;https://stefanini.gupy.io/job/eyJqb2JJZCI6MTA1Mjc2MjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Engenheiro de Dados Pleno;Stefanini Group;Híbrido;https://stefanini.gupy.io/job/eyJqb2JJZCI6MTA1Mjc2MTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
MARIA FILÓ | Analista de Dados Pleno | E-commerce;AZZAS 2154 / GRUPO SOMA;Híbrido;https://gruposoma.gupy.io/job/eyJqb2JJZCI6MTA1MjkyMDUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados PL (Big Data);Close-up International;Híbrido;https://close-up-international.gupy.io/job/eyJqb2JJZCI6MTA1MjYzMjcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados Sênior;Venha construir o futuro com a gente!;Presencial;https://vagas-mrveco.gupy.io/job/eyJqb2JJZCI6MTA1MTQyOTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
